,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,dayssince,Winterfell,Astapor
35233,1.81,5.0,5.0,1.0,False,0.0,0,True,0.0,171,0,1
18737,20.51,5.0,5.0,1.0,True,0.0,1,False,100.0,160,1,0
8511,2.78,5.0,4.0,1.0,True,0.0,1,True,100.0,178,0,1
40053,5.33,4.4,4.1,1.05,True,10.0,7,False,45.0,175,1,0
45435,24.31,5.0,5.0,1.0,False,0.0,0,False,100.0,152,0,1
1606,3.93,4.5,4.7,1.17,False,8.1,4,True,73.0,159,0,1
22819,1.58,5.0,5.0,1.0,True,0.0,2,False,50.0,177,1,0
49938,1.0,4.6,3.7,1.0,True,0.0,0,False,100.0,156,0,1
30487,3.0,4.9,4.0,1.22,True,33.3,8,False,53.3,151,1,0
45492,2.7,4.9,4.1,1.07,False,13.2,2,False,76.3,153,0,0
37601,1.67,4.0,5.0,1.0,True,0.0,1,False,0.0,163,1,0
40998,5.72,4.7,5.0,1.58,True,66.7,1,False,100.0,158,0,1
34386,10.78,5.0,5.0,1.5,False,33.3,0,False,100.0,166,0,0
20056,3.16,5.0,5.0,1.42,False,33.3,0,False,66.7,171,0,0
23921,7.49,5.0,5.0,1.0,False,0.0,0,False,33.3,153,0,1
11149,4.86,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,181,1,0
43914,7.6,5.0,4.0,1.0,True,0.0,0,True,100.0,164,0,1
28996,1.48,4.6,4.5,1.0,True,0.0,4,False,54.8,157,1,0
25280,1.38,4.0,4.0,1.0,True,0.0,0,False,50.0,164,1,0
9014,2.7,4.8,4.9,1.0,True,0.0,0,True,70.0,167,1,0
6426,32.62,5.0,4.601559291274656,1.0,True,0.0,1,True,100.0,162,0,1
22625,7.6,5.0,5.0,1.0,False,0.0,1,False,100.0,154,1,0
9535,1.99,4.4,4.8,1.0,False,0.0,2,True,59.4,162,0,1
46194,2.69,5.0,4.601559291274656,1.0,True,0.0,1,True,100.0,158,1,0
6603,7.63,5.0,4.0,1.0,False,0.0,2,True,50.0,166,0,0
5445,2.18,4.6,4.9,1.01,False,3.0,0,False,73.1,159,0,1
4124,1.95,5.0,5.0,1.0,True,0.0,0,False,100.0,174,0,1
48079,1.98,5.0,4.6,1.0,False,0.0,8,True,77.8,158,0,0
47703,7.87,4.9,4.4,1.0,False,0.0,7,True,87.5,160,0,1
26862,8.92,4.9,5.0,1.04,False,7.7,1,True,69.2,155,0,1
40798,2.51,5.0,5.0,1.0,False,0.0,0,False,0.0,167,0,1
28808,2.33,4.3,4.0,1.0,True,0.0,0,False,33.3,176,1,0
3025,3.85,4.0,4.601559291274656,1.0,False,0.0,1,False,0.0,160,1,0
4451,1.55,5.0,2.0,1.0,False,0.0,0,True,100.0,176,0,0
40857,1.32,4.8,5.0,1.0,False,0.0,1,False,100.0,165,0,0
36510,13.0,4.6,4.8,1.04,False,2.8,7,True,61.1,169,1,0
43504,1.91,5.0,4.2,1.3,False,40.0,5,True,100.0,181,0,0
49728,2.29,4.5,4.7,1.09,False,14.3,2,False,73.5,175,1,0
43099,1.1,5.0,4.601559291274656,2.0,False,100.0,0,False,100.0,160,1,0
45461,4.35,4.9,3.9,1.1,False,11.1,4,False,27.8,178,1,0
26149,2.13,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,173,0,1
27789,4.24,4.3,4.3,1.0,True,0.0,1,False,100.0,161,1,0
34672,20.7,5.0,5.0,1.0,True,0.0,0,False,0.0,171,1,0
18359,6.3,5.0,5.0,1.0,False,0.0,1,False,33.3,158,1,0
25407,2.87,5.0,4.0,1.0,True,0.0,2,False,50.0,165,1,0
44359,4.05,5.0,5.0,1.0,True,0.0,0,True,100.0,173,0,1
6303,4.18,4.0,4.0,1.0,True,0.0,2,False,100.0,152,1,0
14669,20.37,5.0,5.0,1.0,True,0.0,1,False,100.0,153,1,0
42684,16.19,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,166,0,1
10932,7.39,5.0,5.0,2.0,False,100.0,0,False,0.0,166,1,0
46209,2.43,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,165,0,0
27113,2.12,5.0,5.0,1.5,True,100.0,0,False,0.0,181,0,1
31979,1.58,5.0,3.0,1.0,True,0.0,0,True,100.0,172,1,0
8954,0.94,4.3,4.0,1.42,False,33.3,2,False,66.7,164,1,0
36530,2.93,4.6,4.4,1.56,False,58.3,9,False,41.7,172,0,1
4287,13.25,5.0,4.0,1.0,True,0.0,0,False,0.0,164,0,0
39051,8.03,5.0,5.0,1.0,False,0.0,0,False,100.0,176,0,0
22380,9.3,5.0,5.0,1.0,True,0.0,2,False,90.0,169,0,0
44834,2.0,4.7,5.0,1.01,False,0.7,16,True,79.1,176,1,0
22052,8.83,5.0,4.0,1.0,False,0.0,0,False,100.0,160,0,1
46157,10.17,5.0,5.0,1.17,False,33.3,0,False,100.0,181,0,1
27707,3.9,4.8,5.0,1.0,False,0.0,2,True,20.0,171,1,0
10006,2.87,5.0,4.601559291274656,1.0,True,0.0,0,True,0.0,173,1,0
42031,4.69,4.5,4.2,1.0,True,0.0,0,True,60.0,176,1,0
25252,4.82,4.7,5.0,1.03,False,3.1,9,False,70.8,181,1,0
17368,0.9,5.0,5.0,1.0,False,0.0,1,True,100.0,174,1,0
38004,8.14,4.7,4.6,1.05,True,7.1,2,False,57.1,176,1,0
43820,2.05,5.0,5.0,1.0,False,0.0,2,True,100.0,173,1,0
22395,2.17,4.6,4.6,1.02,True,4.8,7,True,71.4,152,1,0
36372,2.0,5.0,5.0,1.88,True,100.0,2,False,100.0,167,0,1
6031,1.27,5.0,5.0,1.0,False,0.0,2,False,0.0,157,0,1
5315,5.35,5.0,5.0,1.0,False,0.0,0,True,60.0,155,1,0
5813,0.67,5.0,5.0,1.0,False,0.0,0,False,0.0,159,0,1
38319,5.81,4.6,5.0,1.0,False,0.0,0,False,20.0,159,1,0
27185,2.01,5.0,5.0,1.0,False,0.0,0,True,33.3,171,0,1
294,14.51,5.0,4.601559291274656,1.0,False,0.0,1,True,0.0,174,1,0
7847,6.67,4.8,4.4,1.08,False,16.7,2,True,16.7,173,0,0
148,2.64,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,171,1,0
31497,5.65,5.0,5.0,1.0,True,0.0,1,False,66.7,177,0,0
40032,6.9,4.0,4.601559291274656,1.0,False,0.0,0,False,0.0,153,1,0
4168,15.89,5.0,5.0,1.0,False,0.0,3,True,100.0,162,0,0
17849,4.45,4.7,4.5,1.03,False,10.3,1,False,72.4,173,1,0
13346,3.78,4.3,5.0,1.13,True,25.0,1,True,50.0,155,1,0
7518,1.49,4.8,5.0,1.0,True,0.0,3,True,100.0,160,1,0
1662,6.46,4.7,4.7,1.13,False,16.7,2,False,83.3,170,0,1
32853,0.85,4.5,4.601559291274656,1.0,False,0.0,1,False,50.0,166,0,1
9771,0.83,5.0,3.0,1.0,True,0.0,1,False,100.0,172,0,0
36939,3.8,3.7,4.0,1.0,True,0.0,2,False,33.3,157,1,0
28437,6.16,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,163,0,0
1236,2.29,5.0,4.0,1.0,False,0.0,0,True,66.7,157,1,0
1133,1.79,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,167,1,0
11629,4.05,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,177,0,1
49802,2.29,5.0,5.0,1.0,False,0.0,2,True,0.0,158,0,1
10014,1.98,4.5,4.601559291274656,1.0,False,0.0,1,False,100.0,166,1,0
24279,2.05,5.0,4.9,1.0,True,0.0,5,False,100.0,162,0,1
5762,2.4,5.0,5.0,1.0,False,0.0,3,False,0.0,172,1,0
28105,15.83,4.0,5.0,1.0,False,0.0,2,True,100.0,181,1,0
46639,7.66,5.0,5.0,1.0,False,0.0,0,False,100.0,157,0,1
1137,6.16,4.7,4.2,1.06,False,15.4,2,False,46.2,173,1,0
20917,4.16,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,165,0,1
37467,2.98,4.7,4.8,1.0,False,0.0,0,False,72.2,155,0,1
37689,3.55,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,164,1,0
28660,15.63,5.0,4.0,1.0,False,0.0,0,True,100.0,163,0,1
30126,3.11,4.5,4.3,1.07,False,8.9,11,True,71.1,156,0,1
36056,2.99,4.8,4.6,1.17,False,23.1,0,True,76.9,181,0,1
49365,1.69,5.0,4.0,1.0,True,0.0,0,True,100.0,160,1,0
44549,10.0,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,177,1,0
34295,1.31,5.0,4.5,1.0,True,0.0,0,False,100.0,159,0,0
18624,2.74,5.0,4.601559291274656,1.5,True,100.0,1,False,100.0,174,1,0
17882,3.44,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,159,1,0
26378,20.98,5.0,2.0,1.0,True,0.0,1,False,100.0,159,1,0
21837,2.82,5.0,5.0,1.0,False,0.0,0,False,0.0,173,0,0
30801,5.95,4.8,4.9,1.0,True,0.0,4,True,76.9,157,1,0
201,27.32,5.0,5.0,1.0,False,0.0,1,False,100.0,165,0,0
31117,19.12,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,164,1,0
718,0.62,5.0,5.0,1.0,False,0.0,0,True,0.0,163,0,1
15708,2.51,5.0,4.3,1.0,False,0.0,2,True,54.5,158,0,1
9375,2.65,5.0,5.0,1.0,False,0.0,4,True,0.0,157,1,0
7888,7.43,4.2,5.0,1.0,True,0.0,0,True,100.0,170,1,0
2927,5.8,4.6,4.8,1.0,False,0.0,2,False,33.3,181,1,0
38868,5.56,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,153,1,0
49116,4.29,4.8,4.3,1.0,False,0.0,1,False,0.0,171,1,0
49539,1.39,4.0,5.0,1.0,False,0.0,0,False,100.0,159,0,1
21655,1.63,5.0,5.0,1.0,True,0.0,0,True,100.0,152,0,1
4145,5.97,5.0,5.0,1.0,False,0.0,0,True,100.0,170,0,0
1612,7.12,5.0,5.0,1.0,False,0.0,1,False,0.0,165,0,1
27583,5.23,5.0,5.0,1.0,False,0.0,2,True,100.0,151,0,1
10619,3.34,5.0,4.6,1.19,False,24.4,4,True,53.7,171,0,1
32362,14.46,4.0,4.601559291274656,1.0,False,0.0,1,False,100.0,160,0,1
15465,4.38,4.8,3.5,1.06,False,25.0,0,False,100.0,156,1,0
44118,6.42,4.7,4.7,1.02,True,9.1,0,False,72.7,151,1,0
20668,2.78,4.2,4.3,1.0,False,0.0,7,True,85.7,178,1,0
17103,6.53,4.6,4.9,1.0,True,0.0,8,True,79.5,172,1,0
32619,7.94,5.0,4.5,1.0,False,0.0,2,True,100.0,172,1,0
33087,5.55,4.2,4.8,1.0,True,0.0,0,False,80.0,152,0,0
1044,6.53,5.0,3.0,1.0,True,0.0,1,False,75.0,157,1,0
18360,4.72,5.0,5.0,1.0,False,0.0,0,False,0.0,181,0,1
35881,5.21,4.7,5.0,1.33,True,33.3,2,False,33.3,165,1,0
6684,5.01,4.9,4.6,1.13,True,17.6,3,True,64.7,158,0,1
36729,23.68,5.0,4.5,1.0,True,0.0,0,True,100.0,163,0,0
7452,18.42,5.0,5.0,1.0,True,0.0,1,True,100.0,175,0,1
1845,3.07,4.5,4.0,1.0,False,0.0,0,False,50.0,157,0,1
45015,2.78,4.7,4.7,1.28,False,22.2,2,True,11.1,157,0,1
6949,5.19,4.9,5.0,1.22,False,25.0,2,False,62.5,170,0,0
34159,4.39,5.0,4.8,1.0,False,0.0,3,True,80.0,151,1,0
26621,4.6,4.7,4.8,1.06,True,4.0,8,False,60.0,170,1,0
27215,8.65,5.0,5.0,1.0,False,0.0,0,False,0.0,158,1,0
9425,14.62,4.7,5.0,1.0,False,0.0,1,True,100.0,154,0,1
31476,3.82,4.7,4.3,1.21,False,16.7,2,True,33.3,158,1,0
41761,11.96,4.0,4.601559291274656,1.0,False,0.0,1,False,0.0,151,0,1
41676,1.68,5.0,5.0,1.0,True,0.0,0,False,100.0,181,1,0
22387,4.69,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,174,0,1
45340,6.29,4.77815819594771,5.0,1.0,True,0.0,1,False,100.0,158,1,0
5929,25.05,5.0,4.601559291274656,1.0,False,0.0,1,False,0.0,164,0,0
30912,7.43,5.0,5.0,1.0,True,0.0,1,False,66.7,159,1,0
25646,5.68,4.9,4.8,1.5,False,50.0,1,False,30.0,179,0,1
13006,1.14,4.4,5.0,1.0,False,0.0,0,False,68.2,172,1,0
3082,2.3,5.0,5.0,1.38,True,50.0,1,False,25.0,162,0,0
3397,4.24,5.0,4.0,1.0,False,0.0,2,True,57.1,163,0,1
1464,12.62,5.0,5.0,1.0,False,0.0,0,False,100.0,166,0,0
44629,15.67,5.0,5.0,1.0,False,0.0,1,False,0.0,163,0,1
29283,0.48,5.0,5.0,1.0,False,0.0,0,False,100.0,171,0,1
22706,4.33,4.8,4.0,1.0,False,0.0,2,True,92.3,177,0,1
8366,7.34,4.6,4.6,1.0,True,0.0,5,False,61.5,164,1,0
1053,2.08,5.0,5.0,1.17,False,33.3,0,False,100.0,156,0,1
264,5.76,5.0,4.5,1.0,False,0.0,5,False,44.4,181,0,1
11509,2.18,3.3,3.8,1.0,True,0.0,1,False,83.3,172,1,0
3637,3.16,5.0,3.0,1.0,False,0.0,0,False,0.0,157,1,0
46564,2.89,4.7,3.9,1.05,False,6.3,7,False,68.8,158,1,0
13220,5.58,4.8,5.0,1.0,True,0.0,4,False,100.0,160,0,1
21570,1.52,4.9,4.3,1.0,False,0.0,12,True,50.0,169,1,0
42959,11.75,5.0,4.601559291274656,1.0,True,0.0,1,True,0.0,157,1,0
5060,13.62,5.0,5.0,1.0,True,0.0,4,False,100.0,160,0,1
32269,3.4,5.0,4.9,1.11,True,11.1,3,False,77.8,176,1,0
44733,4.89,5.0,5.0,1.0,False,0.0,3,False,85.7,169,1,0
18796,3.62,4.2,3.5,1.1,False,20.0,3,True,80.0,157,0,1
24976,3.0,5.0,5.0,1.06,False,12.5,8,False,75.0,164,0,1
21990,21.2,5.0,5.0,1.0,False,0.0,0,False,100.0,167,0,0
10333,3.72,5.0,5.0,1.0,False,0.0,0,False,100.0,152,0,1
2387,4.17,5.0,5.0,1.0,False,0.0,2,True,25.0,167,0,1
12310,19.86,4.8,4.5,1.0,False,0.0,0,True,100.0,167,1,0
35320,3.67,3.0,4.0,1.0,False,0.0,1,False,100.0,155,1,0
29603,2.31,5.0,5.0,1.0,False,0.0,0,False,0.0,164,0,0
30088,2.1,5.0,5.0,1.69,True,75.0,0,False,100.0,172,1,0
48175,15.08,5.0,5.0,1.0,False,0.0,2,False,100.0,166,1,0
31931,2.03,5.0,5.0,1.13,True,50.0,2,False,50.0,158,1,0
16205,2.49,5.0,4.601559291274656,1.0,False,0.0,0,True,0.0,155,0,1
3252,9.69,5.0,5.0,1.0,False,0.0,0,False,100.0,176,0,0
10010,18.82,5.0,5.0,1.0,False,0.0,1,False,100.0,174,1,0
22133,2.08,4.8,5.0,1.5,True,50.0,3,True,37.5,152,0,1
4550,2.25,5.0,4.5,1.17,False,16.7,1,True,66.7,165,0,1
4254,7.3,5.0,5.0,1.0,False,0.0,1,False,0.0,157,0,1
4717,1.48,5.0,4.5,1.0,False,0.0,4,False,25.0,165,1,0
5821,2.31,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,181,0,1
23787,15.44,3.0,5.0,1.0,True,0.0,0,False,100.0,163,1,0
1733,4.09,4.8,4.601559291274656,1.0,False,0.0,1,False,20.0,177,1,0
36258,3.37,4.6,4.6,1.22,True,20.8,2,True,50.0,178,1,0
37897,1.5,4.4,4.4,1.03,False,10.5,3,True,68.4,173,1,0
19967,2.99,4.7,5.0,1.0,True,0.0,3,False,33.3,171,0,1
47535,19.81,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,167,0,0
28278,2.11,4.4,4.6,1.08,False,11.1,30,True,95.1,162,0,1
27894,3.42,5.0,5.0,1.0,False,0.0,2,False,73.3,163,0,0
26797,14.41,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,180,1,0
32354,1.83,5.0,5.0,1.0,False,0.0,0,True,80.0,177,0,1
37699,4.51,4.7,5.0,1.04,True,16.7,3,False,66.7,151,0,1
7513,3.94,5.0,4.601559291274656,1.0,True,0.0,0,True,100.0,173,0,1
1557,13.93,5.0,4.601559291274656,1.0,True,0.0,0,False,100.0,157,0,0
17241,4.77,4.8,4.8,1.4,False,20.0,1,False,60.0,164,1,0
21780,7.35,5.0,3.0,1.0,False,0.0,0,False,100.0,162,1,0
37318,8.76,4.9,4.9,1.11,False,18.8,2,False,68.8,168,0,0
45865,3.06,4.4,5.0,1.0,False,0.0,1,False,20.0,156,1,0
19155,1.45,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,153,0,0
42632,24.19,5.0,5.0,1.0,False,0.0,0,True,100.0,166,1,0
11440,2.05,5.0,5.0,1.0,False,0.0,3,False,33.3,151,1,0
6084,4.78,5.0,5.0,1.0,True,0.0,1,False,0.0,157,0,1
49857,2.63,4.5,4.0,1.0,False,0.0,4,False,0.0,157,0,1
11156,2.48,4.5,5.0,1.0,False,0.0,4,False,100.0,176,1,0
14750,3.4,5.0,4.0,1.0,True,0.0,1,False,100.0,153,1,0
39619,0.68,5.0,3.7,1.0,False,0.0,3,True,0.0,152,0,0
17201,2.75,4.8,4.5,1.0,False,0.0,2,True,25.0,178,1,0
38342,3.95,4.3,5.0,1.0,True,0.0,2,False,75.0,159,1,0
49409,4.97,5.0,5.0,1.0,False,0.0,0,False,100.0,181,1,0
20982,2.78,5.0,5.0,1.06,False,12.5,1,False,75.0,164,0,0
14763,1.86,5.0,5.0,1.0,False,0.0,2,True,50.0,163,0,0
49904,2.69,5.0,5.0,1.0,True,0.0,2,False,0.0,160,0,1
33869,4.9,4.8,4.1,1.13,False,14.3,4,False,64.3,179,1,0
25860,4.49,4.8,4.4,1.0,False,0.0,9,True,44.4,173,1,0
30589,2.6,4.7,4.7,1.0,False,0.0,3,False,57.1,154,1,0
30635,2.39,4.8,5.0,1.31,False,25.0,0,False,25.0,155,0,1
10724,5.81,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,165,0,0
17147,3.61,5.0,4.0,1.0,False,0.0,0,False,0.0,162,1,0
5082,1.4,5.0,5.0,1.0,False,0.0,0,False,0.0,161,1,0
30573,5.74,5.0,5.0,1.5,True,50.0,1,True,50.0,163,0,1
3241,2.56,4.0,4.0,1.0,False,0.0,1,True,100.0,162,0,1
49612,3.08,5.0,4.601559291274656,2.38,False,100.0,0,False,0.0,160,1,0
41337,7.04,4.7,4.8,1.0,False,0.0,1,True,57.1,161,1,0
21902,2.44,5.0,3.0,1.0,False,0.0,2,False,100.0,153,1,0
47707,1.35,5.0,5.0,1.0,False,0.0,2,False,0.0,178,1,0
11893,2.68,4.9,5.0,1.01,False,3.0,10,True,66.7,156,0,0
27509,4.25,5.0,5.0,1.0,True,0.0,0,False,0.0,157,0,1
5875,1.34,4.8,4.9,1.0,True,0.0,7,True,74.4,174,0,0
37776,1.46,4.5,5.0,1.0,False,0.0,2,False,100.0,165,1,0
49091,3.73,4.8,4.6,1.0,True,0.0,1,False,65.4,181,1,0
14779,3.17,4.8,5.0,1.06,False,7.7,2,True,46.2,172,0,1
33387,14.52,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,164,1,0
25494,3.46,5.0,5.0,1.0,False,0.0,2,False,0.0,171,1,0
33352,2.65,5.0,4.0,1.0,False,0.0,4,False,0.0,178,0,1
41390,1.28,5.0,5.0,1.25,False,33.3,3,False,100.0,180,0,1
34572,4.25,4.8,2.7,1.0,False,0.0,1,True,33.3,171,1,0
16068,4.31,5.0,4.9,1.0,False,0.0,10,True,70.0,163,1,0
48308,0.63,5.0,5.0,1.0,True,0.0,2,True,0.0,151,0,1
6111,18.43,4.9,5.0,1.13,True,12.5,0,True,87.5,178,1,0
38169,5.16,5.0,4.6,1.13,False,12.5,0,False,75.0,165,0,1
34930,3.48,5.0,3.8,1.0,False,0.0,5,False,40.0,171,0,1
26906,1.74,5.0,3.5,1.0,False,0.0,2,False,100.0,161,0,1
37884,3.27,4.6,4.6,1.0,False,0.0,8,True,58.3,165,1,0
25664,2.59,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,172,1,0
7957,6.22,5.0,4.7,1.0,True,0.0,3,True,100.0,154,1,0
11985,7.52,4.6,4.7,1.07,False,7.4,4,True,92.6,155,0,1
41498,7.83,5.0,5.0,1.0,False,0.0,2,False,0.0,163,0,0
28571,2.66,4.7,4.0,1.0,False,0.0,5,False,85.7,158,0,0
33474,4.09,4.5,5.0,1.13,True,16.7,0,True,33.3,162,1,0
26536,2.48,4.7,4.5,1.0,False,0.0,0,True,100.0,180,0,1
8230,7.32,3.0,5.0,1.0,False,0.0,1,False,50.0,153,0,0
42156,2.66,4.4,4.8,1.12,True,7.7,2,True,92.3,163,1,0
47844,1.24,4.0,5.0,1.0,False,0.0,1,True,100.0,155,0,0
4,3.13,4.9,4.4,1.19,True,11.8,14,False,82.4,155,1,0
10289,4.27,5.0,4.0,1.0,False,0.0,1,False,0.0,161,0,1
39760,2.61,4.4,3.8,1.0,False,0.0,7,False,50.0,165,1,0
21212,4.9,4.7,4.8,1.05,False,18.8,8,False,56.3,152,0,0
37036,6.31,4.4,4.6,1.0,False,0.0,0,True,50.0,171,1,0
46235,2.61,5.0,5.0,1.0,False,0.0,1,False,37.5,177,0,0
25923,3.23,4.8,5.0,1.19,False,22.2,1,True,22.2,157,0,1
3408,2.46,4.5,4.8,1.02,True,9.1,3,False,90.9,151,1,0
7346,5.67,5.0,5.0,1.0,False,0.0,0,False,0.0,152,1,0
9986,1.6,4.8,1.0,1.0,True,0.0,1,True,75.0,172,1,0
5552,4.29,4.8,5.0,1.02,False,8.3,3,False,41.7,177,1,0
19539,2.13,5.0,5.0,1.0,False,0.0,0,True,50.0,181,0,1
638,3.33,4.5,5.0,1.13,False,25.0,3,False,50.0,179,1,0
49507,2.24,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,156,0,0
36389,3.81,5.0,5.0,1.0,False,0.0,1,True,50.0,179,0,0
9608,2.91,5.0,4.8,1.0,False,0.0,0,True,14.3,171,0,0
46337,3.81,5.0,4.601559291274656,2.5,False,100.0,1,False,0.0,171,0,1
17091,3.35,4.4,4.0,1.07,True,20.0,1,False,70.0,174,0,0
29546,6.73,5.0,4.7,1.0,False,0.0,1,True,71.4,176,0,1
23410,3.58,5.0,4.3,1.0,False,0.0,3,False,75.0,156,0,1
