,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,dayssince,Winterfell,Astapor
25928,2.38,4.9,4.3,1.05,False,4.5,3,True,81.8,179,0,1
10514,4.37,4.9,4.8,1.07,False,14.3,2,False,78.6,172,0,0
5048,3.6,5.0,5.0,1.0,False,0.0,1,False,100.0,158,1,0
2951,4.15,4.9,5.0,1.04,False,7.5,9,False,45.0,178,0,0
15421,4.0,4.5,4.7,1.2,False,18.2,3,True,18.2,177,1,0
17949,3.43,4.8,5.0,1.1,False,22.6,2,False,74.2,151,0,0
29598,3.05,4.0,5.0,1.0,True,0.0,1,True,100.0,154,1,0
2719,9.25,4.9,4.1,1.0,False,0.0,9,False,100.0,174,0,0
7893,1.69,5.0,5.0,1.0,False,0.0,2,True,100.0,173,0,1
4858,6.09,4.8,4.0,1.0,False,0.0,0,False,50.0,159,0,0
49377,1.42,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,161,0,0
3477,5.57,5.0,5.0,1.0,True,0.0,0,True,100.0,179,0,1
39794,41.13,5.0,4.0,1.0,False,0.0,0,False,100.0,180,1,0
29302,0.76,5.0,4.5,1.25,False,50.0,0,True,50.0,171,0,1
8225,2.95,4.6,5.0,1.0,True,0.0,1,False,60.0,154,1,0
43282,2.73,5.0,4.0,1.0,False,0.0,2,False,100.0,154,1,0
26949,5.21,4.8,4.9,1.11,True,5.6,3,True,88.9,173,0,1
25284,5.87,4.7,4.7,1.0,False,0.0,2,True,50.0,181,1,0
22628,1.49,5.0,5.0,1.0,False,0.0,0,False,50.0,157,1,0
33534,9.71,4.0,4.3,1.0,False,0.0,2,True,100.0,156,1,0
13572,1.62,5.0,5.0,1.5,False,33.3,0,False,100.0,171,0,0
44431,6.48,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,156,0,1
43151,0.8,4.6,4.3,1.15,False,20.0,1,False,100.0,163,1,0
10065,7.29,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,152,0,0
1248,4.44,5.0,4.4,1.0,False,0.0,4,False,85.7,171,0,0
7816,4.09,4.7,4.5,1.0,False,0.0,0,False,100.0,164,0,1
108,9.14,5.0,3.0,1.0,False,0.0,1,False,100.0,179,0,1
40307,2.89,4.77815819594771,5.0,1.0,False,0.0,1,False,0.0,157,0,1
40821,2.17,5.0,4.5,1.0,False,0.0,0,False,0.0,181,0,1
28200,2.86,5.0,5.0,1.0,True,0.0,1,False,100.0,169,1,0
26412,4.34,5.0,4.0,1.0,True,0.0,2,False,100.0,156,1,0
12812,10.53,5.0,5.0,1.0,False,0.0,1,True,0.0,164,0,0
3560,4.74,4.9,4.6,1.0,True,0.0,4,False,69.2,158,1,0
3140,0.01,4.5,4.5,1.0,False,0.0,2,False,100.0,176,1,0
29939,1.98,4.6,4.7,1.0,False,0.0,3,False,50.0,181,1,0
19594,11.21,2.0,4.601559291274656,1.0,False,0.0,0,False,100.0,163,1,0
22952,2.36,5.0,5.0,1.0,False,0.0,4,False,100.0,168,0,0
46147,3.11,5.0,5.0,1.0,False,0.0,3,False,0.0,165,1,0
31277,12.45,5.0,5.0,1.0,False,0.0,1,True,100.0,174,0,1
31156,3.69,5.0,5.0,2.0,True,100.0,1,False,0.0,165,1,0
24847,2.4,5.0,4.5,1.04,False,14.3,0,False,71.4,167,0,1
33839,1.41,5.0,5.0,1.0,False,0.0,0,False,100.0,174,1,0
22891,10.28,5.0,5.0,1.0,False,0.0,2,True,94.1,176,0,0
27241,1.2,4.6,3.8,1.7,False,80.0,4,False,0.0,173,1,0
22901,2.79,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,154,1,0
15138,7.05,3.7,4.3,1.0,False,0.0,0,True,33.3,175,1,0
1415,13.2,4.8,5.0,1.0,True,0.0,6,True,100.0,175,1,0
15183,8.2,4.4,4.3,1.0,False,0.0,4,True,95.5,156,1,0
19441,3.31,5.0,5.0,1.25,True,100.0,1,False,0.0,178,0,1
26728,19.99,5.0,4.0,1.0,False,0.0,0,True,100.0,177,1,0
46952,15.94,5.0,5.0,1.0,False,0.0,0,False,0.0,155,1,0
46444,14.45,5.0,5.0,1.0,False,0.0,2,True,100.0,165,1,0
3171,2.91,5.0,4.9,1.15,False,30.8,13,False,69.2,161,1,0
39911,4.3,4.5,4.601559291274656,1.0,False,0.0,1,True,0.0,176,1,0
38033,5.55,5.0,5.0,1.0,True,0.0,0,False,0.0,172,0,1
39816,4.03,4.5,4.0,1.0,True,0.0,4,False,100.0,173,1,0
26181,3.34,4.7,4.7,1.21,False,22.9,3,True,72.9,151,0,0
7398,5.96,5.0,5.0,1.5,False,25.0,0,False,75.0,156,0,1
24943,3.54,5.0,5.0,1.5,False,50.0,1,True,50.0,178,1,0
11259,5.23,5.0,5.0,1.0,True,0.0,1,False,100.0,181,0,0
4328,2.38,5.0,4.3,1.0,False,0.0,0,False,100.0,159,1,0
38045,0.89,5.0,4.0,1.0,False,0.0,1,False,0.0,157,1,0
6724,1.59,4.0,5.0,1.0,False,0.0,2,False,0.0,171,1,0
28699,2.1,4.9,5.0,1.0,False,0.0,2,False,100.0,158,0,1
45236,4.93,4.8,5.0,1.02,False,6.3,4,False,62.5,163,0,0
24913,2.54,4.7,5.0,1.0,True,0.0,8,False,54.5,153,1,0
40366,3.92,5.0,5.0,1.0,False,0.0,0,False,100.0,152,0,0
45839,9.65,4.5,3.8,1.0,True,0.0,6,True,66.7,167,1,0
39352,4.2,4.7,2.5,1.0,False,0.0,3,True,28.6,178,1,0
23660,3.29,1.0,4.601559291274656,1.0,False,0.0,1,False,100.0,171,1,0
14271,11.69,5.0,4.601559291274656,1.0,True,0.0,0,True,100.0,173,1,0
17941,5.61,5.0,4.5,1.0,True,0.0,2,False,100.0,179,0,1
30116,8.64,4.2,4.1,1.0,False,0.0,0,False,63.6,180,1,0
8358,7.49,4.7,4.5,1.08,False,33.3,0,False,33.3,177,1,0
49712,1.65,4.8,2.3,1.06,True,25.0,4,False,0.0,155,1,0
26856,0.87,5.0,5.0,1.0,False,0.0,0,True,100.0,167,0,1
14952,6.63,4.7,5.0,1.25,False,33.3,3,False,33.3,164,0,1
2350,2.54,4.8,3.9,1.06,False,9.5,4,False,52.4,151,1,0
10678,2.63,5.0,2.5,1.75,False,100.0,2,False,100.0,175,1,0
14011,5.78,4.3,3.8,1.0,False,0.0,3,True,52.2,180,1,0
11122,2.22,5.0,5.0,1.0,False,0.0,1,False,100.0,165,0,0
38489,3.64,5.0,5.0,1.08,False,33.3,2,False,66.7,154,0,1
47290,3.21,5.0,5.0,1.0,True,0.0,1,False,0.0,157,1,0
20775,2.93,4.7,4.8,1.02,True,7.1,2,True,57.1,177,1,0
14961,5.52,4.7,4.8,1.0,False,0.0,4,False,66.7,178,1,0
6814,14.66,5.0,5.0,1.0,False,0.0,2,True,100.0,162,1,0
8552,1.61,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,164,0,1
36472,5.07,5.0,5.0,1.0,True,0.0,1,True,50.0,168,0,0
15405,5.5,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,172,1,0
45901,4.02,5.0,5.0,1.0,False,0.0,0,False,50.0,167,1,0
35644,3.18,4.7,4.4,1.1,False,16.0,8,True,64.0,164,0,1
48517,2.47,4.7,4.6,1.18,False,22.7,6,False,84.1,171,0,1
15067,3.04,5.0,5.0,1.0,False,0.0,1,False,0.0,153,0,1
46006,7.12,4.9,4.7,1.21,False,28.6,0,False,85.7,157,1,0
24898,6.89,5.0,5.0,1.08,False,33.3,1,False,66.7,170,1,0
31098,7.88,5.0,5.0,1.0,True,0.0,1,False,0.0,178,1,0
11106,7.33,4.7,4.2,1.05,False,18.2,2,True,63.6,171,0,1
28188,2.36,5.0,4.601559291274656,1.0,False,0.0,0,True,0.0,157,1,0
34108,2.41,3.5,4.5,1.0,False,0.0,2,False,50.0,165,1,0
4590,4.08,4.9,4.4,1.29,False,14.3,2,False,71.4,158,0,1
18898,1.85,4.7,4.8,1.11,False,18.8,2,False,68.8,157,0,1
35935,3.26,5.0,5.0,1.0,False,0.0,1,True,100.0,158,1,0
41889,7.94,4.7,4.8,1.09,True,10.5,3,True,73.7,166,1,0
28203,7.17,4.7,5.0,1.0,False,0.0,3,False,66.7,178,1,0
25034,4.93,5.0,4.601559291274656,1.0,True,0.0,0,True,0.0,180,1,0
37386,2.02,4.8,4.7,1.0,False,0.0,1,False,66.7,155,1,0
44457,2.34,4.7,4.8,1.0,False,0.0,9,False,91.7,169,1,0
44356,5.24,5.0,5.0,1.0,False,0.0,3,False,0.0,153,0,1
8704,13.66,5.0,5.0,1.0,False,0.0,1,False,100.0,166,1,0
42195,5.32,5.0,4.7,1.0,False,0.0,1,False,90.0,172,0,0
49175,5.64,5.0,5.0,1.0,False,0.0,1,False,100.0,169,1,0
15692,4.17,4.0,4.601559291274656,1.0,False,0.0,0,False,100.0,154,0,1
18697,3.58,4.7,5.0,1.06,True,15.4,4,True,46.2,151,0,0
36793,6.19,4.8,4.0,1.25,True,20.0,2,True,60.0,158,0,1
36854,3.3,5.0,5.0,1.25,True,33.3,0,False,66.7,153,0,0
34641,1.44,5.0,4.601559291274656,1.0,False,0.0,1,True,0.0,164,1,0
36526,3.18,4.8,4.9,1.0,False,0.0,11,False,87.3,164,0,0
49001,15.79,5.0,4.0,1.0,False,0.0,1,True,100.0,167,0,0
31571,4.58,4.3,4.1,1.03,False,11.1,2,False,77.8,170,1,0
1340,5.71,5.0,5.0,1.04,False,14.3,4,False,71.4,162,1,0
42028,24.75,5.0,5.0,1.0,False,0.0,1,False,100.0,177,0,1
15313,6.43,4.0,4.601559291274656,1.0,True,0.0,1,False,0.0,171,1,0
14807,5.53,5.0,5.0,2.0,False,100.0,1,False,0.0,163,0,1
14685,8.31,5.0,5.0,1.0,False,0.0,0,True,100.0,174,1,0
32958,0.6,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,175,1,0
27089,5.25,4.5,4.0,1.0,True,0.0,2,False,50.0,167,1,0
618,1.35,5.0,5.0,1.33,True,33.3,1,False,66.7,162,0,0
12316,1.75,5.0,5.0,1.0,True,0.0,0,False,100.0,163,0,1
12980,2.47,4.7,5.0,1.0,False,0.0,2,True,0.0,171,0,0
14947,6.73,4.7,4.0,1.0,False,0.0,2,False,16.7,164,0,0
41739,2.37,5.0,5.0,1.0,False,0.0,0,True,100.0,157,0,0
19332,4.16,4.7,4.0,1.0,True,0.0,0,True,100.0,157,0,1
30934,7.25,5.0,5.0,1.0,False,0.0,0,False,0.0,169,1,0
21880,2.59,4.6,4.3,1.1,True,12.2,26,True,84.7,168,0,1
45665,3.19,4.8,4.7,1.13,False,10.0,5,False,70.0,161,1,0
32449,4.14,5.0,4.8,1.02,False,7.1,2,False,78.6,165,1,0
46970,6.17,4.6,5.0,1.0,False,0.0,0,True,40.0,157,1,0
387,8.44,5.0,5.0,1.0,True,0.0,0,False,100.0,181,0,0
46498,3.18,4.9,5.0,1.01,False,2.6,0,True,79.5,172,0,0
38846,1.74,4.9,5.0,1.08,False,10.5,5,True,31.6,163,0,0
28371,1.02,3.8,5.0,1.0,False,0.0,10,True,80.0,156,1,0
30111,10.97,5.0,5.0,1.1,True,20.0,3,False,80.0,155,1,0
14225,21.46,5.0,2.0,1.0,True,0.0,2,True,50.0,172,1,0
18366,2.84,4.2,4.601559291274656,1.0,True,0.0,2,True,40.0,164,0,1
29716,2.79,4.7,5.0,1.18,False,18.8,5,True,31.3,176,0,1
33413,5.22,5.0,5.0,1.0,False,0.0,0,False,100.0,156,0,1
42379,2.44,4.9,4.8,1.02,True,3.2,2,False,77.4,157,0,0
481,4.72,5.0,4.3,1.0,False,0.0,2,True,66.7,169,0,1
36778,15.03,5.0,1.0,1.0,True,0.0,0,False,100.0,171,1,0
18229,2.86,5.0,4.601559291274656,1.0,False,0.0,2,True,100.0,180,1,0
28330,4.93,4.3,5.0,1.08,True,33.3,2,False,33.3,172,0,1
1487,2.91,4.8,4.5,1.21,True,16.7,4,False,100.0,175,0,1
10363,4.5,4.7,4.601559291274656,1.0,True,0.0,0,True,100.0,177,0,1
6785,43.41,5.0,4.0,1.0,False,0.0,0,True,0.0,157,1,0
22964,2.34,5.0,4.4,1.38,False,37.5,0,True,25.0,164,1,0
35252,49.45,5.0,4.601559291274656,1.0,True,0.0,1,True,100.0,154,0,1
45234,5.55,5.0,5.0,1.42,True,66.7,3,False,0.0,164,1,0
41928,10.39,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,159,1,0
14013,5.23,4.8,4.7,1.06,False,25.0,2,False,0.0,157,1,0
8191,4.21,5.0,5.0,1.0,True,0.0,1,False,0.0,171,1,0
41754,11.9,5.0,5.0,1.0,False,0.0,1,False,100.0,153,1,0
7664,6.2,4.5,4.6,1.02,False,5.3,12,True,86.8,156,0,1
36874,1.14,4.5,4.9,1.01,False,4.5,5,True,86.4,157,1,0
44419,5.57,4.9,4.8,1.0,False,0.0,4,True,62.5,151,0,0
38335,3.39,4.9,5.0,1.02,False,7.1,3,False,46.4,153,1,0
3333,12.95,4.7,3.6,1.04,False,5.9,4,True,82.4,157,0,0
6401,13.54,5.0,5.0,1.0,False,0.0,1,False,100.0,173,0,1
19889,2.18,4.9,4.8,1.0,False,0.0,10,False,95.5,155,1,0
46507,4.17,4.8,5.0,1.0,True,0.0,1,False,20.0,171,0,1
935,23.98,5.0,4.0,1.0,False,0.0,0,True,100.0,155,0,0
20295,2.43,4.1,4.1,1.0,False,0.0,4,False,75.0,158,1,0
3634,3.56,5.0,4.0,1.0,False,0.0,0,True,100.0,161,0,1
28821,2.73,5.0,2.1,1.0,False,0.0,4,False,40.0,157,1,0
3912,3.76,4.6,5.0,1.0,False,0.0,0,False,37.5,154,1,0
6929,1.28,5.0,5.0,1.0,False,0.0,1,False,0.0,172,0,1
7089,29.27,5.0,4.0,1.0,False,0.0,0,False,100.0,164,1,0
26303,1.71,5.0,5.0,1.0,True,0.0,2,False,50.0,176,0,1
4387,3.73,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,165,0,1
25319,2.07,5.0,5.0,1.5,True,100.0,0,False,0.0,162,0,1
16371,11.23,4.0,5.0,1.0,False,0.0,1,False,0.0,157,0,1
41848,6.4,5.0,4.7,1.13,False,25.0,0,True,50.0,179,0,0
8613,5.22,5.0,5.0,1.0,True,0.0,1,True,100.0,176,1,0
6060,2.95,4.7,4.2,1.0,False,0.0,5,True,75.0,154,1,0
13273,36.59,5.0,4.601559291274656,1.0,False,0.0,0,True,100.0,175,0,0
13360,0.89,5.0,5.0,1.13,False,25.0,0,False,100.0,153,0,1
39759,2.28,5.0,5.0,1.0,False,0.0,2,False,100.0,177,0,1
19872,1.26,5.0,5.0,1.0,False,0.0,0,False,100.0,163,1,0
16374,3.68,4.9,4.2,1.03,True,6.3,2,False,93.8,153,1,0
30128,1.41,5.0,5.0,1.0,False,0.0,2,False,50.0,151,0,1
2653,34.54,5.0,5.0,1.0,True,0.0,2,False,50.0,174,0,1
11202,2.16,3.7,5.0,1.0,False,0.0,0,True,100.0,171,0,0
38858,2.79,5.0,5.0,1.0,False,0.0,0,False,0.0,171,1,0
32366,1.8,4.6,4.9,1.01,False,3.7,0,True,48.1,155,0,1
14578,12.24,5.0,5.0,1.0,False,0.0,1,True,100.0,152,1,0
14113,9.08,5.0,5.0,1.1,False,20.0,6,True,40.0,172,0,0
45881,2.42,5.0,4.0,1.0,False,0.0,2,True,0.0,164,0,0
20309,4.08,5.0,4.3,1.0,False,0.0,0,False,100.0,172,1,0
48603,17.34,5.0,4.0,1.0,True,0.0,0,False,100.0,151,0,1
21999,17.96,3.0,4.601559291274656,1.0,False,0.0,1,True,100.0,160,1,0
20408,0.98,3.0,4.601559291274656,1.0,True,0.0,1,True,0.0,163,0,1
19812,6.98,5.0,5.0,1.0,True,0.0,0,False,100.0,156,0,1
28784,11.46,4.8,5.0,1.33,False,50.0,3,False,0.0,164,0,1
37791,2.31,5.0,5.0,1.08,True,33.3,3,False,66.7,176,1,0
15800,1.69,4.0,5.0,1.25,False,50.0,2,False,0.0,163,1,0
18206,2.57,5.0,4.601559291274656,1.0,True,0.0,1,False,100.0,151,1,0
43674,1.31,5.0,5.0,1.0,True,0.0,4,False,50.0,163,1,0
37360,10.71,5.0,5.0,1.5,False,100.0,1,True,0.0,158,0,1
5835,4.13,4.8,5.0,1.18,False,23.5,1,True,64.7,159,0,1
47751,30.25,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,154,1,0
43459,3.02,5.0,4.0,1.0,False,0.0,0,False,100.0,151,0,1
13598,18.64,5.0,4.0,1.0,True,0.0,1,False,100.0,166,1,0
8057,8.1,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,151,0,1
23861,3.29,5.0,4.8,1.16,False,14.3,0,True,14.3,170,1,0
38062,5.32,5.0,4.3,1.38,True,50.0,4,False,100.0,153,0,0
2384,2.24,4.8,4.9,1.31,True,22.2,1,False,11.1,177,1,0
16234,4.94,4.8,4.9,1.11,False,19.2,7,True,42.3,174,1,0
47077,11.05,4.0,5.0,1.0,False,0.0,1,False,0.0,179,1,0
1417,2.83,5.0,4.0,1.0,False,0.0,0,True,100.0,179,0,0
37934,12.76,5.0,4.4,1.03,False,11.1,5,True,44.4,159,0,1
14963,3.95,5.0,4.601559291274656,1.0,True,0.0,1,True,0.0,156,1,0
17945,1.79,5.0,5.0,1.0,True,0.0,2,False,100.0,178,1,0
12073,2.03,5.0,5.0,1.0,False,0.0,1,False,66.7,171,1,0
9353,2.59,4.5,5.0,1.0,True,0.0,2,False,50.0,152,1,0
47237,1.93,4.7,5.0,1.17,False,13.5,23,False,59.6,177,1,0
41548,4.74,4.6,4.6,1.0,True,0.0,8,False,58.8,159,1,0
41285,7.17,5.0,5.0,1.38,True,50.0,2,False,0.0,179,0,1
37915,10.94,5.0,5.0,1.0,False,0.0,1,False,100.0,172,0,1
41500,2.43,4.5,4.9,1.0,False,0.0,12,False,87.1,175,1,0
37445,0.85,5.0,4.601559291274656,1.0,True,0.0,1,False,0.0,157,0,1
15745,2.41,5.0,5.0,1.0,False,0.0,5,True,80.0,171,0,1
45458,7.45,5.0,5.0,1.0,False,0.0,0,True,100.0,165,0,0
476,12.36,3.0,4.601559291274656,1.0,False,0.0,0,True,100.0,165,0,1
16885,4.55,4.7,3.5,1.0,False,0.0,0,False,33.3,155,0,1
45890,0.74,5.0,4.0,1.25,False,100.0,1,False,100.0,159,1,0
9112,2.62,4.8,3.7,1.2,False,20.0,3,False,100.0,168,1,0
14633,3.9,5.0,5.0,1.0,False,0.0,1,True,100.0,156,0,1
33499,4.32,5.0,4.0,1.0,False,0.0,1,False,0.0,173,0,1
30738,2.26,4.7,4.8,1.06,False,3.7,1,False,70.4,157,0,1
14004,1.91,4.0,4.0,1.0,False,0.0,1,False,100.0,166,0,1
26260,3.74,5.0,5.0,1.1,False,10.0,1,False,40.0,157,1,0
8037,1.94,4.9,4.4,1.06,False,10.0,6,False,80.0,163,1,0
39231,2.05,4.8,5.0,1.16,False,31.0,4,True,41.4,159,0,0
41005,3.95,4.8,4.6,1.0,True,0.0,0,False,55.6,179,0,1
12926,6.58,5.0,5.0,1.0,False,0.0,1,False,50.0,151,1,0
28583,4.36,5.0,4.0,1.0,False,0.0,3,False,100.0,159,0,0
19301,1.87,5.0,4.601559291274656,2.0,True,100.0,0,False,100.0,179,1,0
13633,1.64,5.0,5.0,1.0,False,0.0,0,False,100.0,151,1,0
14088,3.85,4.5,5.0,1.0,False,0.0,2,False,100.0,161,1,0
24797,10.09,4.8,5.0,1.0,False,0.0,4,True,93.8,167,0,0
15111,28.0,5.0,5.0,1.0,False,0.0,1,True,100.0,158,1,0
3678,4.06,5.0,5.0,1.94,False,50.0,4,False,25.0,171,0,1
9802,15.19,5.0,5.0,1.15,False,20.0,2,True,20.0,173,0,1
33593,2.84,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,165,0,1
13483,3.07,4.6,4.6,1.08,False,13.0,2,False,39.1,158,0,0
20506,9.03,4.8,4.7,1.1,True,5.9,10,True,88.2,166,1,0
8573,3.75,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,158,0,1
9466,5.27,4.8,5.0,1.0,False,0.0,1,False,80.0,158,0,0
3278,13.35,5.0,5.0,1.0,False,0.0,0,False,100.0,180,1,0
8987,0.5,4.0,5.0,1.0,True,0.0,0,True,100.0,171,0,1
24900,3.92,5.0,4.5,1.02,False,9.1,3,True,90.9,159,0,1
25707,3.57,4.7,4.8,1.02,False,3.1,10,False,65.6,157,0,0
26298,6.53,5.0,5.0,1.0,False,0.0,4,True,0.0,168,0,1
17425,14.67,4.9,5.0,1.22,False,11.1,1,True,100.0,180,1,0
10151,2.49,4.9,5.0,1.0,True,0.0,10,False,50.0,159,1,0
33114,9.42,5.0,5.0,1.0,False,0.0,3,True,42.9,157,0,1
28705,13.27,5.0,4.0,1.0,True,0.0,1,True,0.0,156,1,0
43574,1.72,4.3,4.5,1.0,False,0.0,1,False,100.0,179,1,0
28833,4.12,4.9,4.9,1.09,False,14.6,18,False,95.8,160,0,0
183,7.54,5.0,5.0,1.0,False,0.0,1,False,0.0,178,0,0
9280,6.23,5.0,4.0,1.0,False,0.0,1,True,0.0,165,1,0
11029,2.41,5.0,4.601559291274656,1.0,False,0.0,0,True,0.0,178,1,0
23656,2.29,5.0,5.0,1.16,False,9.1,3,True,63.6,152,0,1
26484,4.43,4.2,4.8,1.3,False,40.0,0,True,100.0,173,0,1
10890,2.08,5.0,5.0,1.0,False,0.0,0,False,100.0,174,1,0
1159,15.9,5.0,4.601559291274656,1.0,False,0.0,0,True,33.3,177,0,1
16437,11.22,5.0,4.5,1.0,False,0.0,3,False,100.0,166,1,0
19326,4.55,4.8,5.0,1.0,False,0.0,1,False,25.0,170,0,1
37507,2.34,4.8,5.0,1.05,False,12.0,3,False,48.0,166,0,0
47732,4.74,5.0,5.0,1.0,False,0.0,0,False,100.0,156,0,1
23997,28.34,5.0,4.601559291274656,1.0,False,0.0,2,True,50.0,153,1,0
38197,8.24,4.6,4.4,1.0,False,0.0,6,False,63.6,153,1,0
36120,2.8,5.0,5.0,1.0,False,0.0,0,True,40.0,170,0,0
28888,1.81,5.0,4.7,1.0,False,0.0,8,True,77.8,180,0,1
36130,10.87,5.0,5.0,1.0,False,0.0,1,False,100.0,164,0,1
32267,1.59,4.8,4.7,1.0,False,0.0,0,False,83.3,175,0,1
33343,17.12,4.3,4.5,1.0,False,0.0,0,True,100.0,167,1,0
30127,5.7,5.0,4.601559291274656,1.0,True,0.0,0,False,0.0,165,1,0
1021,2.33,4.77815819594771,4.601559291274656,1.75,False,100.0,0,True,100.0,159,0,0
33428,12.25,5.0,3.5,1.0,False,0.0,2,False,100.0,165,1,0
37151,3.4,5.0,5.0,1.0,False,0.0,1,True,50.0,158,1,0
12510,1.71,5.0,5.0,1.75,False,100.0,0,False,100.0,178,0,1
29621,3.22,4.3,5.0,1.0,False,0.0,3,False,28.6,171,1,0
8216,3.33,4.5,4.601559291274656,1.25,True,25.0,1,False,50.0,171,0,1
36002,2.47,4.9,4.8,1.33,False,42.1,7,False,26.3,170,0,0
18674,15.88,5.0,5.0,1.0,False,0.0,1,False,0.0,171,1,0
19408,3.53,5.0,4.601559291274656,1.0,False,0.0,1,True,100.0,163,0,0
24894,5.6,5.0,5.0,1.0,False,0.0,1,True,100.0,177,0,1
26609,6.31,5.0,5.0,1.16,False,21.4,5,False,64.3,165,0,0
11917,15.92,5.0,5.0,1.0,False,0.0,0,True,100.0,164,1,0
11819,2.9,5.0,5.0,1.0,True,0.0,0,False,100.0,156,0,1
13102,3.04,4.9,4.8,1.09,False,15.0,5,True,40.0,173,1,0
45878,3.6,4.3,4.4,1.0,False,0.0,5,False,58.3,172,1,0
41655,0.06,2.0,4.601559291274656,1.0,False,0.0,0,False,100.0,165,1,0
20504,25.89,5.0,4.601559291274656,1.0,False,0.0,0,False,100.0,174,0,1
35877,3.15,4.6,4.6,1.18,False,20.0,0,True,53.3,168,0,0
33480,2.47,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,175,1,0
26744,2.64,5.0,5.0,1.0,False,0.0,4,True,100.0,168,0,1
12474,6.41,5.0,4.601559291274656,1.0,False,0.0,1,True,0.0,181,0,1
11480,11.03,5.0,5.0,1.0,False,0.0,0,True,100.0,155,1,0
42342,1.94,5.0,4.5,1.0,False,0.0,2,True,100.0,176,1,0
4324,4.48,5.0,5.0,1.0,False,0.0,0,False,100.0,153,1,0
25071,2.51,5.0,5.0,1.0,False,0.0,1,False,100.0,170,1,0
47870,2.81,4.5,4.3,1.0,False,0.0,16,True,64.9,172,1,0
39541,2.25,5.0,4.7,1.0,False,0.0,1,False,72.7,160,0,1
27577,15.34,5.0,5.0,1.0,False,0.0,0,False,100.0,163,0,0
1645,2.49,4.2,4.6,1.25,True,18.8,9,True,90.6,167,1,0
35343,4.21,4.8,4.8,1.0,False,0.0,5,True,100.0,177,0,1
43766,0.95,5.0,4.601559291274656,1.0,False,0.0,0,False,0.0,181,0,1
8203,5.9,4.5,5.0,1.0,False,0.0,0,True,0.0,171,0,1
38408,19.34,4.5,4.0,1.0,False,0.0,1,False,100.0,180,0,0
9815,3.15,5.0,5.0,1.0,False,0.0,0,True,33.3,181,0,1
25597,3.49,4.8,4.8,1.0,True,0.0,3,False,100.0,176,0,1
7673,8.09,5.0,4.601559291274656,1.0,False,0.0,1,False,100.0,179,1,0
